month,day,year,capture_time,release_time,band_number,species,age,sex,wing_mm,weight_g,culmen_mm,hallux_mm,tail_mm,standard_tail_mm,tarsus_mm,wing_pit_fat,keel_fat,crop
10,23,2001,12:55, ,2003-99333,Sharp-shinned,Adult,Female,202,175,13.3,14.9,162,171,NA,NA,3.5,Empty
10,25,2001,10:29, ,1807-66308,Red-tailed,Imature,NA,363,865,25.6,27.3,210,211,NA,NA,3,Empty
10,25,2001,11:04, ,2003-99334,Sharp-shinned,Adult,Female,200,180,11.9,13.5,163,173,NA,NA,3,Empty
10,25,2001,11:50, ,1177-04692,Red-tailed,Imature,NA,372,2030,26.2,30.2,196,204,NA,NA,3,Empty
10,25,2001,12:55, ,1807-66309,Red-tailed,Adult,NA,378,960,24.6,30,206,214,NA,NA,3,Empty
10,26,2001,12:20, ,1750-24644,Coopers,Adult,Female,254,515,19.5,23.8,218,221,NA,NA,3,Empty
10,26,2001,13:00, ,1177-04694,Red-tailed,Imature,NA,361,970,26.3,30.7,218,219,NA,NA,2,Empty
10,28,2001,10:46, ,1177-04695,Red-tailed,Adult,NA,389,1265,26.6,30.6,210,217,NA,NA,3,NA
10,28,2001,11:37, ,1207-72662,Red-tailed,Adult,NA,404,1300,29.4,32.8,224,229,NA,NA,4,Empty
10,31,2001,13:30, ,2003-99335,Sharp-shinned,Imature,Female,195,170,12.9,14.7,154,162,NA,NA,2,Full
11,1,2001,11:45, ,2003-99336,Sharp-shinned,Imature,Female,203,191,13.5,15.5,161,166,NA,NA,3,Empty
11,1,2001,13:45, ,1705-24645,Coopers,Adult,Female,253,540,19.1,22.6,209,214,NA,NA,3,Empty
11,2,2001,9:41, ,2003-99337,Sharp-shinned,Imature,Female,199,185,12,14.9,157,162,NA,NA,4,Empty
11,3,2001,13:58, ,2003-99338,Sharp-shinned,Imature,Female,194,165,11.9,14.4,158,160,NA,NA,4,NA
11,3,2001,14:23, ,2003-99339,Sharp-shinned,Adult,Female,196,205,12.2,14,156,159,NA,NA,3,Full
11,5,2001,14:40, ,1142-19257,Sharp-shinned,Imature,Male,168,95,10.4,12.1,133,142,NA,NA,3,Empty
11,6,2001,13:05, ,1177-04696,Red-tailed,Adult,NA,395,1170,25.8,30.5,218,225,NA,NA,3,NA
11,7,2001,11:15, ,1177-04697,Red-tailed,Imature,NA,368,1075,27.7,31.7,213,222,NA,NA,3,Empty
11,7,2001,13:15, ,803-05939,Sharp-shinned,Imature,Female,210,200,12.1,15.3,165,174,NA,NA,4,Empty
11,9,2001,9:40, ,1177-04700,Red-tailed,Imature,NA,401,965,25.8,29.1,235,241,NA,NA,2,Empty
11,9,2001,10:40, ,1807-53134,Red-tailed,Imature,NA,355,785,22.7,25,206,212,NA,NA,2,NA
11,10,2001,10:27, ,1177-04701,Red-tailed,Adult,NA,377,1095,25.6,31.7,206,210,NA,NA,3,Empty
11,11,2001,9:44, ,2003-99340,Sharp-shinned,Imature,Female,197,160,12,14.7,153,162,NA,NA,4,Empty
11,14,2001,10:04, ,1142-19258,Sharp-shinned,Imature,Male,171,95,9.1,11.5,135,142,NA,NA,3,Empty
11,19,2001,9:48, ,1177-04702,Red-tailed,Adult,NA,277,1500,29.7,32.1,207,217,NA,NA,4,Empty
11,19,2001,14:05, ,1207-72663,Red-tailed,Adult,NA,435,1595,27.4,34.5,230,233,NA,NA,3,NA
9,4,2002,10:00, ,1177-04703,Red-tailed,Imature,NA,372,985,25.4,31,224,227,NA,NA,3,Empty
9,5,2002,12:45, ,1705-24648,Coopers,Adult,Female,260,565,20,24.2,216,215,NA,NA,2,Empty
9,8,2002,12:20, ,1177-04704,Red-tailed,Imature,NA,390,240,25.2,29.3,218,215,NA,NA,2,NA
9,8,2002,12:44, ,1177-04705,Red-tailed,Imature,NA,359,875,26,31.1,215,220,NA,NA,2,Empty
9,10,2002,12:39, ,1177-04706,Red-tailed,Imature,NA,393,1225,29,33.4,226,224,NA,NA,2,Empty
9,12,2002,10:13, ,1207-72664,Red-tailed,Imature,NA,402,1255,30.6,34.6,242,243,NA,NA,3,NA
9,12,2002,11:51, ,1177-04707,Red-tailed,Imature,NA,362,950,26.8,30.7,212,219,NA,NA,2,Empty
9,13,2002,12:55, ,1705-14646,Coopers,Imature,Male,227,330,16,18.5,193,205,NA,NA,3,NA
9,16,2002,13:14, ,1807-53135,Red-tailed,Adult,NA,359,895,27.5,30.1,201,219,NA,NA,2,NA
9,17,2002,11:20, ,1142-19259,Sharp-shinned,Imature,Male,155,100,9.8,12,129,133,NA,NA,3,Empty
9,18,2002,12:08, ,1705-24647,Coopers,Imature,Female,261,455,17.1,26.8,216,220,NA,NA,2,Empty
9,19,2002,9:30, ,1142-19260,Sharp-shinned,Imature,Male,160,90,10.3,11.5,132,132,NA,NA,3,Empty
9,19,2002,12:01, ,1142-19261,Sharp-shinned,Imature,Male,166,105,11.3,11.4,131,139,NA,NA,2,Full
9,21,2002,13:38, ,1207-72665,Red-tailed,Imature,NA,362,1305,28.2,34.3,234,235,NA,NA,2,Full
9,22,2002,10:50, ,1177-04708,Red-tailed,Imature,NA,375,975,27.2,31.8,220,226,NA,NA,2,Empty
9,22,2002,11:57, ,1177-04709,Red-tailed,Imature,NA,388,1185,28.9,34.3,225,226,NA,NA,3,Empty
9,22,2002,13:47, ,1177-04710,Red-tailed,Imature,NA,392,1030,26.1,30.5,214,215,NA,NA,2,Empty
9,22,2002,14:29, ,1207-72666,Red-tailed,Imature,NA,412,1215,28.7,34.1,230,237,NA,NA,2,Empty
9,23,2002,13:15, ,1177-04711,Red-tailed,Imature,NA,371,1075,26.9,32.8,220,220,NA,NA,2,Empty
9,23,2002,14:23, ,1705-24649,Coopers,Adult,Female,255,960,19.7,42.8,200,213,NA,NA,3,NA
9,24,2002,12:50, ,1807-53136,Red-tailed,Imature,NA,391,795,24.3,27.6,209,210,NA,NA,3,Empty
9,24,2002,13:26, ,2003-99341,Sharp-shinned,Imature,Female,190,180,12.2,14.2,156,161,NA,NA,4,NA
9,25,2002,12:36, ,1177-04712,Red-tailed,Imature,NA,385,1225,27.8,32,225,228,NA,NA,3,Empty
9,25,2002,14:05, ,1142-19262,Sharp-shinned,Imature,Male,166,110,10,11.9,139,141,NA,NA,3,Full
9,26,2002,10:49, ,2003-99342,Sharp-shinned,Adult,Female,197,165,12.2,14.9,159,159,NA,NA,4,Empty
9,29,2002,10:10, ,1177-04713,Red-tailed,Imature,NA,370,920,26.3,32,226,230,NA,NA,2,Empty
9,29,2002,10:50, ,2003-99345,Sharp-shinned,Imature,Female,190,170,12,15,154,160,NA,NA,4,Full
9,29,2002,12:52, ,1207-72667,Red-tailed,Imature,NA,400,1315,29.6,34,230,238,NA,NA,2,Full
9,29,2002,13:06, ,1142-19263,Sharp-shinned,Imature,Male,162,100,9.4,11.1,131,137,NA,NA,3,Full
9,30,2002,11:26, ,2003-00344,Sharp-shinned,Imature,Female,194,155,12.5,14.5,156,160,NA,NA,4,Empty
9,30,2002,11:45, ,1207-72668,Red-tailed,Imature,NA,395,1155,29.9,34.4,233,230,NA,NA,2,Empty
9,30,2002,12:46, ,1207-72669,Red-tailed,Imature,NA,403,1160,29,32.3,235,236,NA,NA,3,NA
10,3,2002,9:58, ,1177-04714,Red-tailed,Imature,NA,386,955,27.9,30.4,226,239,NA,NA,3,Empty
10,4,2002,9:53, ,803-05940,Sharp-shinned,Adult,Female,193,190,13.1,14.9,145,146,NA,NA,4,Empty
10,4,2002,15:15, ,2003-99346,Sharp-shinned,Adult,Female,203,180,13.8,14.7,156,166,NA,NA,2,Empty
10,5,2002,8:34, ,1142-19264,Sharp-shinned,Adult,Male,159,90,10,11.5,130,134,NA,NA,3,Empty
10,5,2002,9:59, ,1142-19265,Sharp-shinned,Imature,Male,163,100,9.8,11.7,130,129,NA,NA,3,NA
10,5,2002,10:34, ,2003-99348,Sharp-shinned,Adult,Male,191,190,12.4,14.8,147,155,NA,NA,3,Full
10,5,2002,13:08, ,1142-19266,Sharp-shinned,Imature,Male,166,105,10.3,12,141,142,NA,NA,3,Empty
10,5,2002,13:30, ,1177-04715,Red-tailed,Imature,NA,361,1030,27,30.5,231,233,NA,NA,2,Empty
10,5,2002,14:27, ,1705-37416,Coopers,Adult,Female,260,565,19.7,54.5,205,212,NA,NA,2,Empty
10,6,2002,9:48, ,804-00205,Coopers,Adult,Male,234,380,12.4,21.9,192,195,NA,NA,3,Empty
10,6,2002,10:43, ,1177-04716,Red-tailed,Imature,NA,377,1040,28.1,30.9,225,231,NA,NA,2,Empty
10,6,2002,12:03, ,1807-53137,Red-tailed,Imature,NA,361,910,24.3,27.5,205,210,NA,NA,3,Empty
10,6,2002,12:34, ,1177-04717,Red-tailed,Imature,NA,375,1005,26,32.5,226,234,NA,NA,2,Empty
10,6,2002,14:56, ,2003-99349,Sharp-shinned,Imature,Female,193,180,11.9,14.3,156,163,NA,NA,4,Empty
10,7,2002,9:40, ,803-05941,Sharp-shinned,Imature,Female,196,175,12.4,15.6,153,159,NA,NA,4,Empty
10,7,2002,13:25, ,1142-19267,Sharp-shinned,Imature,Male,159,105,9.8,11,131,137,NA,NA,4,NA
10,7,2002,13:25, ,1213-58908,Sharp-shinned,Imature,Female,192,190,11.8,14.2,155,162,NA,NA,3,Full
10,7,2002,13:29, ,1207-72670,Red-tailed,Imature,NA,401,1250,28.2,35.3,230,235,NA,NA,2.5,Empty
10,8,2002,14:40, ,2003-99350,Sharp-shinned,Imature,Female,198,185,12.6,15.2,165,169,NA,NA,3,NA
10,10,2002,11:36, ,1177-04718,Red-tailed,Imature,NA,407,1275,27.5,33.7,238,245,NA,NA,2,Empty
10,10,2002,12:46, ,1142-19268,Sharp-shinned,Imature,Male,162,105,9.8,12.5,132,138,NA,NA,2.5,Full
10,11,2002,11:23, ,2206-35435,Coopers,Adult,Female,169,640,16.7,23.6,233,230,NA,NA,2.5,Full
10,11,2002,14:50, ,1142-19269,Sharp-shinned,Imature,Male,168,100,10.5,10.7,135,140,NA,NA,1,NA
10,13,2002,9:38, ,1142-19270,Sharp-shinned,Adult,Male,168,105,10.7,11.6,134,136,NA,NA,3,Empty
10,13,2002,10:00, ,804-00206,Coopers,Adult,Male,223,390,15.9,20.6,181,187,NA,NA,2.5,Full
10,13,2002,10:42, ,1177-04719,Red-tailed,Imature,NA,375,1030,26.9,31.3,217,226,NA,NA,2,Empty
10,13,2002,11:33, ,1177-04720,Red-tailed,Adult,NA,406,1290,29.3,33.3,227,226,NA,NA,2,Empty
10,14,2002,9:50, ,1177-04721,Red-tailed,Imature,NA,386,1020,26.9,31.6,230,231,NA,NA,2,Empty
10,14,2002,10:14, ,1142-19271,Sharp-shinned,Adult,Male,160,105,9.9,11.4,136,140,NA,NA,4,Empty
10,14,2002,12:59, ,1177-04722,Red-tailed,Imature,NA,378,1055,26.5,29.9,217,226,NA,NA,3,Empty
10,14,2002,14:16, ,803-05942,Sharp-shinned,Adult,Female,193,185,12.3,14.8,154,158,NA,NA,3,NA
10,17,2002,9:46, ,1177-04723,Red-tailed,Imature,NA,379,1010,25,29.3,216,230,NA,NA,2,Empty
10,18,2002,10:00, ,1177-04724,Red-tailed,Imature,NA,364,1015,24.9,29.5,215,219,NA,NA,2,NA
10,18,2002,12:50, ,1177-04725,Red-tailed,Adult,NA,350,1115,29.5,30.3,199,204,NA,NA,2,NA
10,18,2002,13:10, ,1207-7267,Red-tailed,Imature,NA,380,1320,26.7,31.6,210,216,NA,NA,3,Empty
10,19,2002,10:34, ,1207-72672,Red-tailed,Adult,NA,395,1180,30.3,33.4,217,222,NA,NA,3,Empty
10,19,2002,11:22, ,1177-04726,Red-tailed,Imature,NA,372,1145,25.9,32.2,212,225,NA,NA,3.5,NA
10,19,2002,13:22, ,1177-04727,Red-tailed,Imature,NA,376,995,28,30.2,223,228,NA,NA,2,Empty
10,20,2002,13:24, ,1177-04728,Red-tailed,Imature,NA,367,1045,26.1,30.5,215,221,NA,NA,2,NA
10,21,2002,11:05, ,1204-5874,Coopers,Imature,Male,230,340,16,19.5,196,198,NA,NA,3,Empty
10,21,2002,13:55, ,1807-53138,Red-tailed,Imature,NA,366,935,25.7,27.1,218,222,NA,NA,3,NA
10,23,2002,12:56, ,1177-04729,Red-tailed,Imature,NA,386,1065,26.1,31,221,229,NA,NA,2,NA
10,26,2002,12:45, ,1177-04730,Red-tailed,Imature,NA,375,1110,27.7,31.3,215,217,NA,NA,3,Empty
10,30,2002,10:30, ,2003-99351,Sharp-shinned,Imature,Female,199,190,12,15.2,163,173,NA,NA,4,Empty
10,30,2002,12:40, ,1177-04731,Red-tailed,Adult,NA,405,1255,27.9,31.8,218,225,NA,NA,3,Empty
10,31,2002,10:18, ,1177-04732,Red-tailed,Adult,NA,371,1015,24.9,28.4,204,208,NA,NA,2,Empty
10,31,2002,12:00, ,2003-99352,Sharp-shinned,Imature,Female,193,190,12.2,15.2,151,156,NA,NA,3,Empty
10,31,2002,12:15, ,1177-04733,Red-tailed,Imature,NA,350,960,26.6,29.9,218,224,NA,NA,2,Empty
10,31,2002,13:20, ,2003-99353,Sharp-shinned,Imature,Female,193,200,11.3,13.5,155,161,NA,NA,4,Empty
11,1,2002,10:50, ,1177-04734,Red-tailed,Adult,NA,368,1090,27.3,30.4,216,220,NA,NA,2,Empty
11,2,2002,10:34, ,2003-99354,Sharp-shinned,Imature,Male,185,170,12,14.7,156,160,NA,NA,4,Empty
11,2,2002,10:48, ,1177-04735,Red-tailed,Imature,NA,372,1085,25.4,29.8,220,220,NA,NA,2,Empty
11,2,2002,11:00, ,1177-04736,Red-tailed,Imature,NA,396,1065,27.7,30,230,235,NA,NA,3,Empty
11,2,2002,11:18, ,1177-04737,Red-tailed,Imature,NA,365,1125,26.9,29.3,213,220,NA,NA,3.5,Empty
11,3,2002,11:36, ,1177-04738,Red-tailed,Imature,NA,374,1050,25.5,30.3,220,225,NA,NA,2,Empty
11,4,2002,9:33, ,1705-24644,Coopers,Imature,Female,253,525,19.5,23.5,213,216,NA,NA,3,Empty
11,6,2002,12:06, ,1177-04739,Red-tailed,Imature,NA,372,980,26.4,29,215,215,NA,NA,1.5,Empty
11,6,2002,14:06, ,1177-04740,Red-tailed,Imature,NA,376,1180,24.4,30.7,214,218,NA,NA,2,Empty
11,7,2002,10:20, ,1142-19272,Sharp-shinned,Imature,Male,166,115,9.9,11.6,136,140,NA,NA,2.5,Full
11,7,2002,11:58, ,1177-04741,Red-tailed,Imature,NA,369,1095,26.6,28.4,215,220,NA,NA,2,Empty
11,7,2002,12:28, ,1207-72673,Red-tailed,Adult,NA,391,1330,26.8,30.1,217,220,NA,NA,2,Empty
11,7,2002,12:59, ,2003-99355,Sharp-shinned,Imature,Female,193,185,12.1,14.9,158,166,NA,NA,4,Empty
11,8,2002,11:45, ,1177-0472,Red-tailed,Adult,NA,397,1100,22.1,28.8,219,215,NA,NA,2,Empty
11,8,2002,14:29, ,1177-0473,Red-tailed,Imature,NA,366,1115,27.1,21,215,219,NA,NA,2,NA
11,10,2002,11:35, ,1207-72674,Red-tailed,Adult,NA,385,1400,30.3,33.3,211,220,NA,NA,3,Empty
11,10,2002,12:35, ,1177-0744,Red-tailed,Imature,NA,400,1175,27.6,32.6,234,235,NA,NA,2,Empty
11,11,2002,11:48, ,2003-99356,Sharp-shinned,Imature,Female,198,185,11.8,15.1,161,170,NA,NA,4,Empty
9,5,2003,10:38, ,1177-0745,Red-tailed,Adult,NA,365,970,25.9,31.6,208,215,NA,NA,3,Empty
9,14,2003,10:18, ,2003-99357,Sharp-shinned,Imature,Female,194,170,11.6,14,153,159,NA,NA,4,Full
9,16,2003,10:15, ,803-05943,Sharp-shinned,Imature,Female,195,175,12,15.6,152,159,NA,NA,3,NA
9,16,2003,10:57, ,2003-99358,Sharp-shinned,Imature,Female,200,165,11.5,14.5,163,168,NA,NA,3,Empty
9,16,2003,12:55, ,1207-72675,Red-tailed,Imature,NA,384,1260,28.6,32.5,226,226,NA,NA,2.5,Empty
9,17,2003,9:40, ,1142-19273,Sharp-shinned,Imature,Male,159,110,9.9,11.1,125,126,NA,NA,3,Full
9,18,2003,10:17, ,1142-19274,Sharp-shinned,Imature,Male,161,100,9.3,11.5,134,138,NA,NA,2,NA
9,18,2003,10:17, ,2003-99359,Sharp-shinned,Imature,Female,191,190,12.3,14.8,162,168,NA,NA,3,Full
9,18,2003,11:55, ,1204-45879,Coopers,Imature,Male,216,305,16,20.4,185,191,NA,NA,2,Empty
9,18,2003,13:50, ,1705-37417,Coopers,Imature,Female,256,510,18.8,23.3,212,217,NA,NA,2.5,NA
9,19,2003,10:59, ,1142-19275,Sharp-shinned,Imature,Male,161,90,9.5,11.3,123,132,NA,NA,3,Empty
9,20,2003,12:04, ,1207-99560,Red-tailed,Adult,NA,396,1195,27,23.8,228,225,NA,NA,2,Empty
9,20,2003,13:35, ,1177-04746,Red-tailed,Imature,NA,391,1035,27.9,33.1,221,226,NA,NA,2,Empty
9,20,2003,14:12, ,1142-19276,Sharp-shinned,Imature,Male,160,90,8.8,11.4,131,135,NA,NA,2.5,Empty
9,21,2003,9:52, ,2003-99360,Sharp-shinned,Imature,Male,183,160,12.7,14.6,143,146,NA,NA,4,Empty
9,22,2003,14:21, ,1142-19277,Sharp-shinned,Imature,Male,156,85,9.7,11,129,313,NA,NA,3,Empty
9,23,2003,10:44, ,1207-72676,Red-tailed,Imature,NA,393,1155,28.3,30.9,223,230,NA,NA,2,Empty
9,23,2003,11:16, ,1207-72677,Red-tailed,Imature,NA,397,1260,27.8,32.9,232,231,NA,NA,3,Empty
9,23,2003,13:13, ,1142-19278,Sharp-shinned,Imature,Male,159,95,8.9,10.4,125,130,NA,NA,3,NA
9,23,2003,14:00, ,1705-37418,Coopers,Imature,Female,255,440,18.6,22.8,214,220,NA,NA,2,Empty
9,24,2003,9:35, ,2003-99362,Sharp-shinned,Imature,Male,197,175,10,14.9,150,162,NA,NA,3,Empty
9,24,2003,9:53, ,1204-45880,Coopers,Imature,Male,218,295,16.1,19.4,183,187,NA,NA,2.5,Empty
9,25,2003,9:49, ,2003-99363,Sharp-shinned,Imature,Female,196,160,12.6,14.5,158,166,NA,NA,4,Empty
9,25,2003,13:08, ,1177-04747,Red-tailed,Imature,NA,384,1010,26.8,31.1,230,235,NA,NA,2,NA
9,25,2003,13:30, ,1177-04748,Red-tailed,Imature,NA,385,990,26,29.6,225,229,NA,NA,3,Empty
9,26,2003,10:19, ,2003-99364,Sharp-shinned,Imature,Male,181,150,11.4,14.3,141,150,NA,NA,3,Empty
9,26,2003,11:27, ,1204-45881,Coopers,Imature,Male,225,300,16,20.1,183,192,NA,NA,2,Empty
9,17,2003,9:18, ,1177-04749,Red-tailed,Imature,NA,379,945,24.5,31.3,224,231,NA,NA,2.5,Empty
9,27,2003,10:10, ,2003-99365,Sharp-shinned,Imature,Female,201,188,11.7,14.9,162,168,NA,NA,4,Empty
9,28,2003,9:36, ,1142-19279,Sharp-shinned,Imature,Male,161,95,10.6,11.5,131,138,NA,NA,1,Empty
9,28,2003,10:11, ,1705-37419,Coopers,Adult,Male,230,330,15.7,19.4,188,196,NA,NA,1,Empty
9,28,2003,12:12, ,1142-19280,Sharp-shinned,Imature,Male,159,95,9.9,11.2,132,134,NA,NA,1,Empty
9,29,2003,11:20, ,1177-04750,Red-tailed,Imature,NA,367,970,26.4,30.5,215,215,NA,NA,3,Empty
9,29,2003,12:02, ,1207-72678,Red-tailed,Imature,NA,396,1240,28.9,32.8,237,245,NA,NA,3,Empty
9,29,2003,12:58, ,1142-19281,Sharp-shinned,Imature,Male,157,105,10,11.5,133,137,NA,NA,3,Full
9,29,2003,13:51, ,2003-99366,Sharp-shinned,Imature,Female,191,165,11.5,14.9,156,159,NA,NA,4,Empty
9,29,2003,14:47, ,2003-99367,Sharp-shinned,Imature,Female,191,170,12.1,15.1,163,163,NA,NA,4,Empty
9,29,2003,15:15, ,1142-19282,Sharp-shinned,Imature,Male,168,100,10.2,11.9,134,137,NA,NA,3,Empty
9,29,2003,15:55, ,1207-72679,Red-tailed,Imature,NA,428,1290,28.4,33.9,253,256,NA,NA,2,Empty
9,30,2003,12:05, ,1705-37420,Coopers,Adult,Female,252,470,19.5,28.4,211,213,NA,NA,3,Empty
9,30,2003,12:53, ,2003-99368,Sharp-shinned,Adult,Female,192,175,11.7,14.2,160,167,NA,NA,3,Full
9,30,2003,13:22, ,2003-99369,Sharp-shinned,Adult,Female,195,195,13.6,14,158,163,NA,NA,4,Full
10,1,2003,10:07, ,1204-45882,Coopers,Adult,Male,233,335,16.3,21.3,187,194,NA,NA,3,Empty
10,1,2003,11:53, ,1177-04751,Red-tailed,Adult,NA,364,1150,26.1,28.2,196,202,NA,NA,2,Empty
10,1,2003,13:40, ,1177-04752,Red-tailed,Imature,NA,370,960,25.4,30.4,217,224,NA,NA,2,Empty
10,1,2003,14:30, ,1207-72680,Red-tailed,Imature,NA,400,1130,28.3,29.4,227,230,NA,NA,2,Empty
10,3,2003,9:18, ,1177-04753,Red-tailed,Imature,NA,375,925,25.4,28.6,220,226,NA,NA,1,Empty
10,3,2003,14:43, ,1207-72681,Red-tailed,Imature,NA,398,1205,27.6,33.4,227,235,NA,NA,2,Empty
10,4,2003,11:04, ,1177-04754,Red-tailed,Imature,NA,385,1040,27.2,31.5,238,245,NA,NA,2,Empty
10,4,2003,11:58, ,1142-19283,Sharp-shinned,Imature,Male,156,100,9.9,11.2,122,130,NA,NA,4,NA
10,4,2003,12:46, ,1204-45883,Coopers,Imature,Male,230,335,16.3,19.7,201,210,NA,NA,2.5,NA
10,5,2003,10:58, ,1204-45884,Coopers,Imature,Male,220,335,16.2,20,185,190,NA,NA,2,Empty
10,6,2003,14:12, ,1142-19284,Sharp-shinned,Imature,Male,163,105,10.3,11.7,137,140,NA,NA,3,Empty
10,7,2003,10:46, ,1807-53139,Red-tailed,Imature,NA,376,860,25.6,30,220,227,NA,NA,2,Empty
10,7,2003,11:17, ,1177-04755,Red-tailed,Imature,NA,360,935,25.8,30,212,221,NA,NA,3,Empty
10,7,2003,11:42, ,1177-04756,Red-tailed,Adult,NA,372,1010,24.3,29,197,203,NA,NA,1,Empty
10,7,2003,11:58, ,1207-72682,Red-tailed,Imature,NA,400,1285,29.7,33.5,230,237,NA,NA,2,Empty
10,7,2003,12:10, ,2003-99370,Sharp-shinned,Adult,Female,194,210,13,14.5,147,150,NA,NA,4,Full
10,7,2003,12:49, ,1807-53140,Red-tailed,Imature,NA,370,830,23.6,27.8,233,231,NA,NA,2,Empty
10,8,2003,10:31, ,1142-19285,Sharp-shinned,Imature,Male,160,95,10.2,11.2,135,142,NA,NA,3,Empty
10,8,2003,11:08, ,1207-72683,Red-tailed,Imature,NA,403,1350,28,32.8,140,245,NA,NA,2,Empty
10,8,2003,12:28, ,1177-04757,Red-tailed,Imature,NA,375,1010,25,30.8,218,222,NA,NA,2,Full
10,8,2003,14:48, ,1177-04758,Red-tailed,Imature,NA,373,960,27.7,32.5,222,225,NA,NA,2,Empty
10,10,2003,11:43, ,1177-04759,Red-tailed,Imature,NA,385,1370,26.4,29.2,233,235,NA,NA,3,Empty
10,12,2003,10:10, ,2003-99371,Sharp-shinned,Imature,Female,143,170,12.8,13.9,159,NA,NA,NA,3,NA
10,12,2003,11:30, ,1142-19286,Sharp-shinned,Imature,Male,162,100,8.7,11.4,136,143,NA,NA,4,Empty
10,12,2003,12:10, ,1207-72684,Red-tailed,Imature,NA,392,1250,28.6,32.9,222,229,NA,NA,2,NA
10,12,2003,13:15, ,1807-53141,Red-tailed,Imature,NA,372,915,24.7,28.2,203,NA,NA,NA,3,NA
10,13,2003,12:00, ,1177-04760,Red-tailed,Imature,NA,375,850,25,28,218,226,NA,NA,2,Empty
10,13,2003, , ,1207-72685,Red-tailed,Imature,NA,415,1285,29.4,34,242,242,NA,NA,2,NA
10,14,2003,10:53, ,1142-19287,Sharp-shinned,Adult,Male,161,95,9.8,11.7,129,136,NA,NA,4,Empty
10,14,2003,12:24, ,1177-04761,Red-tailed,Adult,NA,380,1005,27,31.6,205,214,NA,NA,2,Empty
10,18,2003,12:45, ,788-36611,Red-tailed,Adult,NA,411,1220,28.1,32.7,236,245,NA,NA,2,Empty
10,21,2003,9:08, ,1142-19288,Sharp-shinned,Adult,Male,161,95,9.6,12.4,121,128,NA,NA,2.5,Empty
10,21,2003,10:19, ,1142-19289,Sharp-shinned,Imature,Male,165,100,9.8,12,134,140,NA,NA,3,Empty
10,21,2003,11:35, ,1207-72686,Red-tailed,Imature,NA,393,1265,28.3,32.7,233,236,NA,NA,2,Empty
10,21,2003,13:02, ,1177-04762,Red-tailed,Imature,NA,370,1020,24.6,30,211,215,NA,NA,2,Empty
10,22,2003,12:19, ,1204-45885,Coopers,Adult,Male,230,360,16,22.1,186,190,NA,NA,3,Empty
10,25,2003,11:07, ,1177-04763,Red-tailed,Imature,NA,365,895,24.5,28.9,217,221,NA,NA,1,Empty
10,25,2003,11:53, ,1177-04764,Red-tailed,Imature,NA,371,1160,25.7,28.4,218,224,NA,NA,3,Empty
10,25,2003,12:47, ,1207-72687,Red-tailed,Imature,NA,400,1585,29,33.8,241,248,NA,NA,4,NA
10,25,2003,12:55, ,1177-04765,Red-tailed,Adult,NA,382,1140,24.9,31.6,218,222,NA,NA,2,Empty
10,25,2003,13:27, ,1807-53142,Red-tailed,Adult,NA,371,1115,25.3,29.2,208,214,NA,NA,3,NA
10,25,2003,13:40, ,1177-04766,Red-tailed,Adult,NA,370,1145,25.4,30.2,212,215,NA,NA,2,Empty
10,26,2003,11:35, ,2003-99372,Sharp-shinned,Adult,Female,194,185,12.8,14.8,152,161,NA,NA,2,NA
10,26,2003,12:15, ,1177-04767,Red-tailed,Adult,NA,347,990,25.3,29.8,203,206,NA,NA,1,Empty
10,30,2003,10:40, ,1177-04768,Red-tailed,Imature,NA,363,945,24.5,NA,218,229,NA,NA,2,Empty
10,30,2003,13:13, ,1213-58909,Sharp-shinned,Imature,Female,195,165,11.7,14.5,153,163,NA,NA,3,Empty
10,30,2003,13:35, ,1177-04769,Red-tailed,Adult,NA,392,1030,26.3,28.1,196,201,NA,NA,2,NA
10,31,2003,11:20, ,1204-45886,Coopers,Imature,Male,220,320,15.5,19.5,184,187,NA,NA,2,NA
11,6,2003,10:06, ,2003-99373,Sharp-shinned,Imature,Female,193,105,13,15.6,156,163,NA,NA,4,Empty
11,6,2003,13:02, ,1177-04770,Red-tailed,Imature,NA,365,990,26.4,30,217,226,NA,NA,2,Empty
11,7,2003,12:30, ,1177-04771,Red-tailed,Adult,NA,387,1065,28,32.7,212,218,NA,NA,2,NA
11,7,2003,13:45, ,1177-04772,Red-tailed,Imature,NA,400,1050,26.1,29.7,237,246,NA,NA,3,NA
11,8,2003,13:01, ,1801-53143,Red-tailed,Imature,NA,362,840,23.2,26.1,206,216,NA,NA,2,Empty
11,9,2003,12:00, ,803-05944,Sharp-shinned,Imature,Female,198,190,12.2,15.8,158,165,NA,NA,3,Empty
11,9,2003,13:31, ,2003-99374,Sharp-shinned,Imature,Female,190,200,12.7,15,157,164,NA,NA,3,NA
11,11,2003,10:15, ,2003-99375,Sharp-shinned,Imature,Female,197,185,12.8,15.6,157,166,NA,NA,4,Empty
11,13,2003,14:00, ,1177-04773,Red-tailed,Adult,NA,370,1000,26.9,31.4,201,206,NA,NA,2,Empty
11,14,2003,13:35, ,1213-58910,Sharp-shinned,Imature,Female,200,185,12.8,15.2,158,166,NA,NA,4,Full
11,17,2003,10:19, ,1177-04774,Red-tailed,Adult,NA,360,1325,26.2,30.6,224,230,NA,NA,4,NA
11,18,2003,13:29, ,1177-04775,Red-tailed,Adult,NA,366,945,25.3,27.2,199,205,NA,NA,2,Empty
